row,win_year,f1_Ge_w,f1_Sp_w,f1_Po_w,f1_Fr_w,f1_It_w,f3_Ge_w,f3_Sp_w,f3_Po_w,f3_Fr_w,f3_It_w,i_DE_w1,i_DE_w2,i_DE_w3,i_DE_w4,i_DE_w5,i_DE_w6,i_DE_w7,i_DE_w8,i_ES_w1,i_ES_w2,i_ES_w3,i_ES_w4,i_ES_w5,i_ES_w6,i_ES_w7,i_ES_w8,a_DE_w1,a_DE_w2,a_DE_w3,a_DE_w4,a_DE_w5,a_DE_w6,a_DE_w7,a_DE_w8,c_DE_w1,c_DE_w2,c_DE_w3,c_DE_w4,c_DE_w5,c_DE_w6,c_DE_w7,c_DE_w8,c_ES_w1,c_ES_w2,c_ES_w3,c_ES_w4,c_ES_w5,c_ES_w6,c_ES_w7,c_ES_w8,d_PT_w1,d_PT_w2,d_PT_w3,d_PT_w4,d_PT_w5,d_PT_w6,d_PT_w7,d_PT_w8,n_DE_w1,n_DE_w2,n_DE_w3,n_DE_w4,n_DE_w5,n_DE_w6,n_DE_w7,n_DE_w8,mm_DE_min,mm_DE_max,gm_Gas,gm_Biomass,gm_HydroROR,gm_HydroRes,gm_HydroPump,gm_Onshore,gm_Solar,gm_Other,gm_Price,md_M01,md_M02,md_M03,md_M04,md_M05,md_M06,md_M07,md_M08,md_M09,md_M10,md_M11,md_M12,i_PT_w1,i_PT_w2,i_PT_w3,i_PT_w4,i_PT_w5,i_PT_w6,i_PT_w7,i_PT_w8,i_FR_w1,i_FR_w2,i_FR_w3,i_FR_w4,i_FR_w5,i_FR_w6,i_FR_w7,i_FR_w8,i_IT_w1,i_IT_w2,i_IT_w3,i_IT_w4,i_IT_w5,i_IT_w6,i_IT_w7,i_IT_w8,c_PT_w1,c_PT_w2,c_PT_w3,c_PT_w4,c_PT_w5,c_PT_w6,c_PT_w7,c_PT_w8,c_FR_w1,c_FR_w2,c_FR_w3,c_FR_w4,c_FR_w5,c_FR_w6,c_FR_w7,c_FR_w8,c_IT_w1,c_IT_w2,c_IT_w3,c_IT_w4,c_IT_w5,c_IT_w6,c_IT_w7,c_IT_w8,i_GB_w1,i_GB_w2,i_GB_w3,i_GB_w4,i_GB_w5,i_GB_w6,i_GB_w7,i_GB_w8,c_GB_w1,c_GB_w2,c_GB_w3,c_GB_w4,c_GB_w5,c_GB_w6,c_GB_w7,c_GB_w8,f1_GB_w,f3_GB_w
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,153.0,40.0,17.0,31.0,44.0,33.0,35.0,0.0,0.0,29.0,0.0,21.0,176.0,22.0,371.0,42.85,27.2,63.15,129.99,69.99,27.03,26.21,5.1,,,,,,,,,48.0,132.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,176.0,22.0,381.0,0.0,5.0,4.0,2.0,16.0,21.0,6.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,17.0,19.0,11.0,3.0,14.0,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,163.0,40.0,17.0,31.0,44.0,34.0,35.0,0.0,0.0,29.0,0.0,21.0,176.0,22.0,379.0,42.51,27.0,62.01,127.85,68.0,24.22,24.59,4.02,,,,,,,,,0.19,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,176.0,22.0,389.0,0.0,6.0,4.0,2.0,16.0,21.0,6.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,17.0,19.0,11.0,3.0,14.0,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,163.0,40.0,17.0,31.0,44.0,34.0,35.0,0.0,0.0,29.0,0.0,21.0,177.0,22.0,386.0,42.21,26.51,61.02,125.33,65.88,20.1,22.19,3.62,,,,,,,,,27.95,177.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,177.0,22.0,396.0,8.0,6.0,4.0,2.0,16.0,21.0,6.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,17.0,19.0,11.0,3.0,14.0,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,163.0,40.0,17.0,31.0,44.0,37.0,39.0,0.0,0.0,29.0,0.0,21.0,182.0,22.0,392.0,41.95,26.2,60.0,123.38,64.8,17.04,20.3,2.97,,,,,,,,,-1.46,170.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,182.0,22.0,402.0,8.0,6.0,4.0,2.0,16.0,21.0,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,17.0,19.0,11.0,3.0,14.0,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,163.0,40.0,17.0,31.0,44.0,41.0,40.0,0.0,0.0,29.0,0.0,21.0,182.0,28.0,399.0,41.54,26.0,58.96,121.0,62.48,14.2,19.26,2.29,,,,,,,,,-0.56,248.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,182.0,28.0,409.0,8.0,6.0,4.0,2.0,16.0,21.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,19.0,11.0,3.0,14.0,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,163.0,40.0,25.0,31.0,44.0,43.0,40.0,0.0,0.0,29.0,0.0,21.0,182.0,30.0,399.0,41.1,25.51,57.46,120.0,60.0,11.41,17.6,2.0,,,,,,,,,0.43,280.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,182.0,30.0,409.0,8.0,6.0,4.0,2.0,16.0,21.0,11.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,19.0,11.0,3.0,14.0,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,163.0,40.0,25.0,31.0,44.0,45.0,40.0,0.0,0.0,29.0,0.0,21.0,182.0,35.0,399.0,40.85,25.09,56.05,117.99,57.88,10.0,15.97,1.55,,,,,,,,,0.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,182.0,35.0,409.0,8.0,6.0,4.0,2.0,16.0,21.0,12.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,19.0,11.0,3.0,14.0,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,164.0,40.0,25.0,31.0,44.0,52.0,45.0,0.0,0.0,29.0,0.0,21.0,182.0,49.0,407.0,40.46,24.82,54.99,115.55,55.0,7.58,15.0,1.2,,,,,,,,,-15.18,60.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,182.0,49.0,417.0,8.0,6.0,4.0,2.0,16.0,21.0,12.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,19.0,11.0,3.0,14.0,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,172.0,40.0,25.0,31.0,44.0,52.0,45.0,0.0,0.0,29.0,0.0,21.0,182.0,56.0,414.0,40.0,24.3,53.58,114.13,52.0,6.0,13.9,0.98,,,,,,,,,5.01,142.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,182.0,56.0,424.0,8.0,10.0,4.0,2.0,16.0,21.0,12.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,20.0,11.0,3.0,14.0,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,172.0,40.0,25.0,31.0,51.0,52.0,48.0,0.0,0.0,29.0,0.0,21.0,194.0,58.0,421.0,39.68,24.0,52.01,112.0,49.99,5.0,12.01,0.72,,,,,,,,,98.94,211.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,194.0,58.0,431.0,8.0,10.0,4.0,2.0,16.0,28.0,12.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,21.0,22.0,3.0,15.0,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,172.0,40.0,25.0,44.0,59.0,52.0,60.0,0.0,0.0,29.0,0.0,23.0,211.0,62.0,430.0,39.2,23.19,50.4,110.0,47.0,3.74,9.7,0.49,,,,,,,,,68.45,166.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,21.0,211.0,62.0,439.0,8.0,10.0,4.0,2.0,21.0,41.0,12.0,135.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,30.0,30.0,3.0,20.0,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,172.0,40.0,25.0,44.0,59.0,52.0,61.0,0.0,0.0,29.0,0.0,31.0,211.0,71.0,440.0,38.88,22.67,48.67,107.41,44.94,3.29,7.44,0.29,,,,,,,,,84.5,169.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,29.0,211.0,71.0,449.0,8.0,10.0,4.0,2.0,21.0,41.0,12.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,30.0,30.0,3.0,20.0,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,172.0,45.0,25.0,44.0,59.0,52.0,61.0,0.0,0.0,29.0,0.0,31.0,221.0,79.0,449.0,38.23,22.0,46.83,105.0,41.58,3.22,5.99,0.16,,,,,,,,,6.67,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,29.0,221.0,79.0,458.0,8.0,10.0,4.0,2.0,21.0,41.0,12.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,14.0,5.0,21.0,30.0,30.0,3.0,20.0,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,172.0,50.0,25.0,44.0,59.0,54.0,61.0,0.0,0.0,29.0,0.0,31.0,241.0,88.0,460.0,37.8,21.25,44.7,102.0,40.0,3.2,5.38,0.05,,,,,,,,,-0.03,165.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,29.0,241.0,88.0,469.0,8.0,10.0,8.0,2.0,21.0,41.0,12.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,14.0,8.0,21.0,30.0,30.0,5.0,25.0,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,174.0,50.0,25.0,44.0,61.0,54.0,65.0,0.0,0.0,29.0,0.0,31.0,259.0,99.0,472.0,37.0,20.64,43.05,100.0,36.48,2.35,5.0,0.0,,,,,,,,,2.06,152.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,29.0,259.0,98.0,481.0,8.0,12.0,8.0,2.0,21.0,43.0,12.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,15.0,8.0,21.0,30.0,30.0,8.0,25.0,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,50.0,25.0,44.0,61.0,67.0,65.0,0.0,0.0,29.0,0.0,34.0,271.0,117.0,481.0,36.29,20.01,40.52,97.8,33.1,1.5,4.31,0.0,,,,,,,,,-26.07,65.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,32.0,271.0,116.0,490.0,8.0,16.0,8.0,2.0,21.0,43.0,25.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,19.0,8.0,21.0,30.0,30.0,18.0,26.0,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,50.0,25.0,44.0,61.0,67.0,65.0,0.0,0.0,29.0,0.0,36.0,278.0,129.0,490.0,35.82,19.51,38.5,95.01,30.0,0.5,3.6,0.0,,,,,,,,,64.41,183.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,34.0,278.0,128.0,499.0,10.0,16.0,8.0,2.0,21.0,43.0,28.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,19.0,8.0,21.0,30.0,30.0,18.0,26.0,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,50.0,25.0,44.0,61.0,67.0,65.0,0.0,0.0,29.0,0.0,36.0,297.0,135.0,499.0,35.26,18.83,36.46,92.15,25.6,0.43,3.52,0.0,,,,,,,,,10.89,179.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,34.0,297.0,128.0,508.0,10.0,16.0,8.0,2.0,21.0,43.0,35.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,19.0,8.0,21.0,30.0,30.0,19.0,26.0,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,54.0,25.0,44.0,65.0,73.0,65.0,0.0,0.0,29.0,0.0,44.0,314.0,141.0,509.0,34.66,18.02,33.62,89.74,22.8,0.1,2.99,-0.0,,,,,,,,,-21.02,150.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,40.0,314.0,134.0,518.0,10.0,16.0,8.0,2.0,21.0,47.0,42.0,140.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,0.0,19.0,8.0,21.0,30.0,30.0,27.0,26.0,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,54.0,25.0,44.0,72.0,78.0,65.0,0.0,0.0,29.0,0.0,44.0,321.0,145.0,519.0,33.68,17.01,29.8,86.0,18.89,0.0,1.72,-0.01,,,,,,,,,-8.4,163.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,0.0,40.0,321.0,138.0,528.0,10.0,16.0,8.0,2.0,21.0,51.0,47.0,140.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,0.0,19.0,8.0,21.0,30.0,30.0,27.0,27.0,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,57.0,25.0,44.0,72.0,82.0,71.0,0.0,0.0,30.0,0.0,44.0,331.0,152.0,528.0,32.51,16.01,26.41,80.27,15.0,0.0,0.66,-0.04,,,,,,,,,-1.31,180.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,40.0,331.0,145.0,537.0,10.0,16.0,9.0,2.0,21.0,56.0,52.0,145.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,0.0,19.0,10.0,21.0,30.0,30.0,27.0,27.0,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,184.0,74.0,25.0,44.0,72.0,90.0,88.0,0.0,0.0,30.0,0.0,44.0,342.0,160.0,537.0,31.5,15.0,22.74,75.49,10.0,0.0,0.38,-0.13,,,,,,,,,-49.1,105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,40.0,342.0,153.0,546.0,10.0,16.0,10.0,2.0,21.0,63.0,60.0,161.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,0.0,19.0,10.0,21.0,30.0,30.0,34.0,33.0,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,25.0,44.0,75.0,98.0,98.0,0.0,0.0,30.0,0.0,44.0,362.0,169.0,546.0,30.01,14.01,18.4,66.18,5.0,0.0,0.02,-0.41,,,,,,,,,-114.57,132.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,40.0,365.0,162.0,555.0,10.0,21.0,10.0,2.0,21.0,69.0,69.0,169.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,0.0,29.0,10.0,21.0,30.0,30.0,38.0,37.0,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,25.0,44.0,82.0,98.0,103.0,0.0,0.0,30.0,0.0,44.0,382.0,174.0,552.0,29.0,12.66,14.0,55.0,4.3,0.0,0.0,-0.63,,,,,,,,,2.19,175.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,40.0,385.0,166.0,561.0,10.0,21.0,10.0,2.0,21.0,88.0,71.0,175.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,30.0,39.0,38.0,42.0,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,25.0,44.0,97.0,98.0,108.0,0.0,0.0,30.0,0.0,44.0,401.0,183.0,552.0,26.51,11.34,9.4,45.0,4.16,0.0,0.0,-1.0,,,,,,,,,16.83,180.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,40.0,404.0,175.0,561.0,10.0,21.0,10.0,2.0,21.0,103.0,74.0,181.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,30.0,54.0,38.0,42.0,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,30.0,44.0,97.0,98.0,112.0,0.0,0.0,30.0,0.0,45.0,421.0,190.0,559.0,20.62,9.83,3.5,21.02,1.74,-0.01,-0.01,-1.74,,,,,,,,,6.72,175.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,41.0,425.0,182.0,568.0,10.0,21.0,10.0,2.0,21.0,118.0,81.0,188.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,30.0,54.0,38.0,42.0,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,33.0,52.0,97.0,99.0,112.0,0.0,0.0,30.0,0.0,47.0,439.0,197.0,564.0,6.46,5.93,1.95,4.11,0.1,-0.07,-0.86,-2.35,,,,,,,,,0.08,170.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,43.0,443.0,189.0,573.0,10.0,21.0,10.0,2.0,24.0,135.0,86.0,191.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,36.0,55.0,38.0,42.0,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,33.0,57.0,97.0,105.0,120.0,0.0,0.0,30.0,0.0,47.0,452.0,202.0,571.0,0.01,1.02,0.0,0.0,0.0,-2.0,-5.0,-9.82,,,,,,,,,-4.99,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,43.0,456.0,194.0,580.0,10.0,21.0,10.0,2.0,25.0,135.0,91.0,199.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,38.0,55.0,38.0,53.0,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,189.0,74.0,33.0,57.0,100.0,111.0,120.0,0.0,0.0,30.0,0.0,47.0,465.0,205.0,579.0,,,,,,,,,,,,,,,,,-42.01,150.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,43.0,469.0,197.0,588.0,10.0,21.0,10.0,2.0,25.0,143.0,97.0,199.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,38.0,56.0,39.0,53.0,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,192.0,74.0,33.0,57.0,105.0,118.0,120.0,0.0,0.0,30.0,0.0,50.0,474.0,212.0,587.0,,,,,,,,,,,,,,,,,-25.38,120.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,45.0,478.0,204.0,595.0,10.0,24.0,10.0,2.0,25.0,148.0,104.0,199.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,33.0,10.0,21.0,38.0,62.0,39.0,53.0,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,208.0,74.0,33.0,57.0,115.0,118.0,120.0,0.0,0.0,30.0,0.0,50.0,484.0,218.0,595.0,,,,,,,,,,,,,,,,,61.64,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,45.0,488.0,210.0,595.0,10.0,39.0,10.0,2.0,25.0,156.0,104.0,200.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,41.0,10.0,21.0,38.0,69.0,39.0,53.0,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,208.0,74.0,33.0,57.0,124.0,121.0,120.0,0.0,0.0,30.0,0.0,53.0,494.0,224.0,602.0,,,,,,,,,,,,,,,,,0.0,141.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,498.0,216.0,595.0,10.0,41.0,10.0,2.0,25.0,164.0,110.0,204.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,41.0,10.0,21.0,38.0,80.0,39.0,53.0,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,208.0,74.0,33.0,57.0,125.0,121.0,120.0,0.0,0.0,30.0,0.0,60.0,509.0,233.0,608.0,,,,,,,,,,,,,,,,,22.4,146.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,513.0,225.0,597.0,10.0,41.0,10.0,2.0,25.0,179.0,110.0,208.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,41.0,10.0,21.0,38.0,84.0,39.0,53.0,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,208.0,74.0,36.0,57.0,127.0,121.0,120.0,0.0,0.0,30.0,0.0,60.0,525.0,239.0,614.0,,,,,,,,,,,,,,,,,77.65,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,529.0,231.0,602.0,10.0,41.0,10.0,4.0,25.0,194.0,110.0,212.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,41.0,10.0,21.0,38.0,85.0,39.0,53.0,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,208.0,74.0,36.0,57.0,127.0,121.0,123.0,0.0,0.0,30.0,0.0,60.0,536.0,247.0,621.0,,,,,,,,,,,,,,,,,62.64,126.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,540.0,239.0,609.0,10.0,41.0,10.0,4.0,25.0,197.0,114.0,218.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,41.0,10.0,21.0,38.0,85.0,39.0,53.0,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,208.0,74.0,36.0,58.0,127.0,126.0,126.0,0.0,0.0,30.0,0.0,60.0,545.0,258.0,630.0,,,,,,,,,,,,,,,,,-7.26,142.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,549.0,250.0,618.0,10.0,41.0,10.0,4.0,25.0,197.0,119.0,227.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,41.0,10.0,21.0,38.0,85.0,39.0,53.0,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,212.0,74.0,36.0,58.0,127.0,133.0,126.0,0.0,0.0,30.0,0.0,60.0,550.0,267.0,636.0,,,,,,,,,,,,,,,,,-52.42,144.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,554.0,259.0,622.0,10.0,45.0,10.0,4.0,25.0,202.0,126.0,233.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,42.0,10.0,21.0,38.0,86.0,39.0,53.0,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,219.0,74.0,36.0,60.0,127.0,133.0,130.0,0.0,0.0,30.0,0.0,60.0,559.0,267.0,643.0,,,,,,,,,,,,,,,,,8.43,139.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,563.0,259.0,629.0,10.0,51.0,10.0,4.0,25.0,210.0,126.0,240.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,49.0,10.0,21.0,38.0,86.0,39.0,53.0,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,228.0,76.0,36.0,60.0,130.0,133.0,136.0,0.0,0.0,30.0,0.0,60.0,570.0,267.0,650.0,,,,,,,,,,,,,,,,,67.66,263.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,35.0,0.0,48.0,574.0,259.0,636.0,13.0,60.0,10.0,4.0,25.0,218.0,126.0,250.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,0.0,55.0,10.0,21.0,38.0,86.0,39.0,58.0,,
