doy,DE_2019_min,DE_2020_min,DE_2021_min,DE_2022_min,DE_2023_min,DE_2024_min,DE_2025_min,DE_2026_min,DE_2027_min,DE_2028_min,DE_2029_min,DE_2030_min,DE_2031_min,DE_2032_min,DE_2033_min,DE_2034_min,DE_2035_min,ES_2019_min,ES_2020_min,ES_2021_min,ES_2022_min,ES_2023_min,ES_2024_min,ES_2025_min,ES_2026_min,ES_2027_min,ES_2028_min,ES_2029_min,ES_2030_min,ES_2031_min,ES_2032_min,ES_2033_min,ES_2034_min,ES_2035_min,PT_2019_min,PT_2020_min,PT_2021_min,PT_2022_min,PT_2023_min,PT_2024_min,PT_2025_min,PT_2026_min,PT_2027_min,PT_2028_min,PT_2029_min,PT_2030_min,PT_2031_min,PT_2032_min,PT_2033_min,PT_2034_min,PT_2035_min,FR_2019_min,FR_2020_min,FR_2021_min,FR_2022_min,FR_2023_min,FR_2024_min,FR_2025_min,FR_2026_min,FR_2027_min,FR_2028_min,FR_2029_min,FR_2030_min,FR_2031_min,FR_2032_min,FR_2033_min,FR_2034_min,FR_2035_min,IT_2019_min,IT_2020_min,IT_2021_min,IT_2022_min,IT_2023_min,IT_2024_min,IT_2025_min,IT_2026_min,IT_2027_min,IT_2028_min,IT_2029_min,IT_2030_min,IT_2031_min,IT_2032_min,IT_2033_min,IT_2034_min,IT_2035_min,DE_2019_max,DE_2020_max,DE_2021_max,DE_2022_max,DE_2023_max,DE_2024_max,DE_2025_max,DE_2026_max,DE_2027_max,DE_2028_max,DE_2029_max,DE_2030_max,DE_2031_max,DE_2032_max,DE_2033_max,DE_2034_max,DE_2035_max,ES_2019_max,ES_2020_max,ES_2021_max,ES_2022_max,ES_2023_max,ES_2024_max,ES_2025_max,ES_2026_max,ES_2027_max,ES_2028_max,ES_2029_max,ES_2030_max,ES_2031_max,ES_2032_max,ES_2033_max,ES_2034_max,ES_2035_max,PT_2019_max,PT_2020_max,PT_2021_max,PT_2022_max,PT_2023_max,PT_2024_max,PT_2025_max,PT_2026_max,PT_2027_max,PT_2028_max,PT_2029_max,PT_2030_max,PT_2031_max,PT_2032_max,PT_2033_max,PT_2034_max,PT_2035_max,FR_2019_max,FR_2020_max,FR_2021_max,FR_2022_max,FR_2023_max,FR_2024_max,FR_2025_max,FR_2026_max,FR_2027_max,FR_2028_max,FR_2029_max,FR_2030_max,FR_2031_max,FR_2032_max,FR_2033_max,FR_2034_max,FR_2035_max,IT_2019_max,IT_2020_max,IT_2021_max,IT_2022_max,IT_2023_max,IT_2024_max,IT_2025_max,IT_2026_max,IT_2027_max,IT_2028_max,IT_2029_max,IT_2030_max,IT_2031_max,IT_2032_max,IT_2033_max,IT_2034_max,IT_2035_max,DE_2019_mean,DE_2020_mean,DE_2021_mean,DE_2022_mean,DE_2023_mean,DE_2024_mean,DE_2025_mean,DE_2026_mean,DE_2027_mean,DE_2028_mean,DE_2029_mean,DE_2030_mean,DE_2031_mean,DE_2032_mean,DE_2033_mean,DE_2034_mean,DE_2035_mean,ES_2019_mean,ES_2020_mean,ES_2021_mean,ES_2022_mean,ES_2023_mean,ES_2024_mean,ES_2025_mean,ES_2026_mean,ES_2027_mean,ES_2028_mean,ES_2029_mean,ES_2030_mean,ES_2031_mean,ES_2032_mean,ES_2033_mean,ES_2034_mean,ES_2035_mean,PT_2019_mean,PT_2020_mean,PT_2021_mean,PT_2022_mean,PT_2023_mean,PT_2024_mean,PT_2025_mean,PT_2026_mean,PT_2027_mean,PT_2028_mean,PT_2029_mean,PT_2030_mean,PT_2031_mean,PT_2032_mean,PT_2033_mean,PT_2034_mean,PT_2035_mean,FR_2019_mean,FR_2020_mean,FR_2021_mean,FR_2022_mean,FR_2023_mean,FR_2024_mean,FR_2025_mean,FR_2026_mean,FR_2027_mean,FR_2028_mean,FR_2029_mean,FR_2030_mean,FR_2031_mean,FR_2032_mean,FR_2033_mean,FR_2034_mean,FR_2035_mean,IT_2019_mean,IT_2020_mean,IT_2021_mean,IT_2022_mean,IT_2023_mean,IT_2024_mean,IT_2025_mean,IT_2026_mean,IT_2027_mean,IT_2028_mean,IT_2029_mean,IT_2030_mean,IT_2031_mean,IT_2032_mean,IT_2033_mean,IT_2034_mean,IT_2035_mean
292,23.9,20.08,5.65,114.89,8.15,78.84,20.3,,,,,,,,,,,35.1,31.5,171.6,48.37,4.3,3.32,0.0,,,,,,,,,,,35.1,31.5,171.6,48.37,4.3,30.3,0.0,,,,,,,,,,,23.9,31.5,10.8,88.27,1.06,20.4,7.67,,,,,,,,,,,39.59,34.4,188.05,135.0,126.0,93.93,76.64,,,,,,,,,,,47.9,49.58,235.68,247.74,138.87,181.28,107.69,,,,,,,,,,,50.99,49.6,256.33,136.74,95.72,109.56,72.14,,,,,,,,,,,50.99,49.6,256.33,136.74,95.72,109.56,72.14,,,,,,,,,,,47.9,49.6,235.82,232.85,143.88,138.94,72.14,,,,,,,,,,,74.7,61.55,350.0,290.6,200.01,152.82,132.08,,,,,,,,,,,33.14,30.83,145.13,167.86,97.57,102.61,73.44,,,,,,,,,,,42.22,39.83,204.09,78.3,68.44,53.3,29.29,,,,,,,,,,,42.22,39.49,204.09,76.46,68.44,64.91,29.29,,,,,,,,,,,33.15,38.87,157.07,156.49,85.93,66.58,29.01,,,,,,,,,,,52.58,43.61,251.29,176.82,151.34,116.07,102.44,,,,,,,,,,
293,26.3,29.04,0.09,71.97,23.05,54.9,43.83,,,,,,,,,,,32.3,21.64,144.98,64.22,1.64,5.05,0.28,,,,,,,,,,,32.3,21.64,144.98,64.22,1.64,5.05,0.28,,,,,,,,,,,26.3,29.04,0.91,66.74,5.7,5.05,0.28,,,,,,,,,,,35.94,38.0,179.72,153.82,120.0,91.2,94.22,,,,,,,,,,,51.06,70.3,132.17,195.81,124.76,135.82,131.12,,,,,,,,,,,56.14,48.2,261.53,122.96,74.99,91.5,100.34,,,,,,,,,,,56.14,48.2,261.53,122.96,74.99,91.5,100.34,,,,,,,,,,,51.06,70.3,228.31,197.01,127.78,73.33,92.84,,,,,,,,,,,65.32,74.36,305.95,310.0,171.07,150.96,151.22,,,,,,,,,,,34.89,44.3,61.78,140.55,85.12,83.03,81.07,,,,,,,,,,,42.99,35.23,203.15,87.3,25.12,47.41,40.39,,,,,,,,,,,42.99,35.23,203.15,87.3,25.12,49.16,41.05,,,,,,,,,,,34.89,44.15,100.23,144.84,84.49,37.63,32.48,,,,,,,,,,,43.62,51.88,230.48,201.09,138.21,109.15,123.33,,,,,,,,,,
294,25.7,24.8,18.8,111.01,10.0,-2.01,22.28,,,,,,,,,,,44.19,24.8,180.59,75.0,10.0,-0.01,1.84,,,,,,,,,,,44.19,24.8,180.59,75.0,10.0,0.02,1.84,,,,,,,,,,,25.7,24.8,0.04,84.92,10.0,-2.01,11.05,,,,,,,,,,,33.48,40.94,172.0,144.17,115.72,101.05,100.86,,,,,,,,,,,66.51,49.02,118.21,209.94,128.4,75.32,121.8,,,,,,,,,,,60.46,45.67,250.0,172.76,200.0,125.89,101.18,,,,,,,,,,,60.46,45.67,250.0,172.76,200.0,125.89,101.18,,,,,,,,,,,66.51,49.02,272.47,206.63,114.96,47.41,118.74,,,,,,,,,,,74.22,67.11,271.25,296.5,173.51,147.86,161.95,,,,,,,,,,,44.48,35.03,64.16,164.52,53.46,30.9,70.72,,,,,,,,,,,54.1,35.74,207.35,112.01,67.68,48.05,38.71,,,,,,,,,,,54.1,35.74,207.35,112.01,67.68,54.06,38.71,,,,,,,,,,,45.46,39.29,166.48,158.89,42.04,10.86,58.51,,,,,,,,,,,51.6,49.54,216.78,196.49,136.44,118.39,127.42,,,,,,,,,,
295,31.84,1.09,23.22,99.15,15.63,-0.14,85.4,,,,,,,,,,,33.5,22.2,173.27,55.2,46.2,64.0,0.01,,,,,,,,,,,35.85,22.2,173.27,55.2,46.2,64.0,0.01,,,,,,,,,,,31.84,26.9,134.76,99.15,15.63,0.0,1.46,,,,,,,,,,,40.82,38.61,172.0,99.15,60.0,98.15,102.38,,,,,,,,,,,65.47,52.95,121.06,183.23,139.02,222.11,296.48,,,,,,,,,,,57.88,49.77,255.5,140.67,113.93,181.0,74.39,,,,,,,,,,,57.88,49.32,255.5,140.67,113.93,181.0,74.39,,,,,,,,,,,65.47,54.14,259.94,183.41,140.59,158.4,136.34,,,,,,,,,,,66.21,62.89,312.66,183.41,195.78,178.91,164.93,,,,,,,,,,,46.5,30.66,72.64,137.11,69.36,90.59,126.1,,,,,,,,,,,48.05,37.44,204.02,101.13,85.3,92.53,25.03,,,,,,,,,,,48.16,37.34,204.02,101.13,85.3,92.9,25.51,,,,,,,,,,,47.09,39.23,213.06,127.35,68.51,73.58,64.59,,,,,,,,,,,50.0,47.0,236.9,138.53,128.71,128.89,128.18,,,,,,,,,,
296,30.09,5.42,66.04,49.82,92.76,70.88,9.84,,,,,,,,,,,31.4,32.68,179.21,4.11,96.9,50.24,-0.01,,,,,,,,,,,31.4,32.68,179.21,4.11,96.9,50.24,0.0,,,,,,,,,,,30.09,23.83,160.07,53.27,92.76,52.5,-0.01,,,,,,,,,,,36.71,35.99,179.8,71.46,115.42,101.03,74.75,,,,,,,,,,,59.77,53.26,256.47,121.46,198.39,170.12,114.93,,,,,,,,,,,56.01,56.63,256.95,138.22,215.02,124.71,116.54,,,,,,,,,,,55.84,53.05,256.95,138.22,215.02,124.71,116.54,,,,,,,,,,,59.77,56.63,256.47,121.99,157.91,158.91,45.81,,,,,,,,,,,68.59,69.86,280.0,148.75,204.47,165.64,138.13,,,,,,,,,,,43.38,34.5,143.74,91.28,124.98,102.3,74.94,,,,,,,,,,,46.16,45.52,213.73,73.46,126.07,80.34,31.33,,,,,,,,,,,46.13,44.85,213.73,73.46,126.07,80.34,32.79,,,,,,,,,,,44.33,44.57,204.78,83.19,115.81,86.86,11.21,,,,,,,,,,,49.26,51.23,216.93,103.08,145.28,124.0,112.49,,,,,,,,,,
297,25.27,29.84,60.01,25.08,89.46,78.97,-0.01,,,,,,,,,,,35.91,34.35,174.93,77.6,64.75,56.08,15.87,,,,,,,,,,,35.91,34.35,174.93,77.6,64.75,56.08,47.01,,,,,,,,,,,25.27,34.35,67.7,29.85,89.46,51.61,3.5,,,,,,,,,,,30.38,38.08,151.9,93.29,99.06,98.64,62.26,,,,,,,,,,,54.11,59.9,191.19,134.3,154.07,218.18,84.87,,,,,,,,,,,58.97,54.05,271.8,180.01,132.13,155.8,161.92,,,,,,,,,,,58.97,54.05,271.8,180.01,132.13,155.8,161.92,,,,,,,,,,,54.11,59.9,242.15,150.16,154.12,155.8,96.96,,,,,,,,,,,66.19,59.0,242.15,189.97,183.67,172.49,139.27,,,,,,,,,,,38.05,44.85,96.04,80.82,117.78,112.42,31.52,,,,,,,,,,,46.3,45.06,213.15,111.48,99.34,86.61,91.67,,,,,,,,,,,46.66,45.06,213.15,111.48,99.34,86.63,95.78,,,,,,,,,,,38.84,46.56,167.65,88.6,115.7,83.33,36.83,,,,,,,,,,,46.9,48.21,187.64,137.8,139.94,123.48,102.1,,,,,,,,,,
298,18.84,0.05,84.39,56.19,86.06,79.15,-0.01,,,,,,,,,,,39.61,5.51,193.29,78.6,17.45,24.55,16.52,,,,,,,,,,,39.61,5.51,193.29,78.6,17.45,24.55,25.02,,,,,,,,,,,24.42,5.51,93.09,61.15,45.59,24.55,4.08,,,,,,,,,,,29.99,32.3,130.5,94.18,91.53,95.71,23.87,,,,,,,,,,,51.52,41.57,262.0,186.33,157.71,171.27,61.26,,,,,,,,,,,60.16,41.33,262.0,153.32,109.68,120.01,126.49,,,,,,,,,,,60.16,41.33,262.0,153.32,109.68,120.01,126.49,,,,,,,,,,,51.89,41.33,262.0,189.17,158.2,120.01,74.71,,,,,,,,,,,58.41,55.04,265.63,215.0,184.79,162.27,132.5,,,,,,,,,,,35.74,28.01,177.2,108.79,123.71,101.28,11.4,,,,,,,,,,,48.57,29.63,223.34,105.55,66.89,69.03,80.67,,,,,,,,,,,48.57,29.63,223.34,105.55,66.89,69.06,81.47,,,,,,,,,,,38.23,28.59,208.47,112.05,107.97,64.4,17.88,,,,,,,,,,,43.3,44.56,213.96,133.86,135.86,119.5,94.14,,,,,,,,,,
299,-34.57,-7.98,84.27,88.23,87.04,78.18,-0.73,,,,,,,,,,,38.99,1.95,181.26,85.4,11.97,40.0,1.67,,,,,,,,,,,38.99,1.95,181.26,85.4,11.97,40.0,1.67,,,,,,,,,,,13.84,-7.72,178.33,80.4,90.0,18.7,1.67,,,,,,,,,,,30.84,21.88,182.84,93.09,90.0,97.85,29.46,,,,,,,,,,,37.37,44.98,245.91,162.1,150.99,227.32,42.02,,,,,,,,,,,59.82,39.05,270.0,147.0,78.25,103.06,105.37,,,,,,,,,,,59.82,39.05,270.0,147.0,78.25,103.06,105.37,,,,,,,,,,,37.37,46.88,266.11,173.32,151.41,103.06,66.66,,,,,,,,,,,65.29,50.23,309.99,210.0,190.0,162.85,124.84,,,,,,,,,,,17.0,14.94,174.91,121.36,122.28,115.23,6.46,,,,,,,,,,,45.69,15.76,218.48,109.07,49.39,64.3,49.33,,,,,,,,,,,45.69,15.76,218.48,109.07,49.39,64.3,49.33,,,,,,,,,,,26.3,18.99,214.87,111.32,119.76,60.43,15.85,,,,,,,,,,,40.37,33.11,239.76,131.76,142.5,122.7,81.4,,,,,,,,,,
300,-29.97,18.8,66.8,87.55,68.61,63.3,-0.0,,,,,,,,,,,39.98,18.8,180.1,89.64,4.3,5.01,20.02,,,,,,,,,,,39.98,18.8,180.1,89.64,4.3,5.01,20.02,,,,,,,,,,,11.58,18.8,134.95,89.64,45.37,37.01,2.17,,,,,,,,,,,33.83,19.5,181.81,122.61,89.69,88.79,43.55,,,,,,,,,,,45.9,50.22,235.27,177.25,154.55,150.9,126.54,,,,,,,,,,,56.85,49.5,263.29,172.32,92.49,90.98,157.13,,,,,,,,,,,56.85,49.5,263.29,172.32,92.49,90.98,157.13,,,,,,,,,,,55.52,50.22,263.29,172.32,152.7,99.02,129.06,,,,,,,,,,,63.54,55.8,269.35,220.0,164.57,153.76,138.67,,,,,,,,,,,24.17,38.45,147.25,124.17,116.32,99.69,70.18,,,,,,,,,,,46.36,34.97,223.75,113.87,26.57,51.56,90.61,,,,,,,,,,,46.36,34.97,223.75,113.87,26.57,52.5,90.61,,,,,,,,,,,31.09,40.19,204.26,121.08,98.78,59.18,49.49,,,,,,,,,,,40.99,41.8,223.54,160.19,124.29,113.11,106.09,,,,,,,,,,
301,26.6,4.79,83.99,88.04,0.96,39.99,10.22,,,,,,,,,,,45.57,28.04,130.0,88.02,0.0,39.99,60.0,,,,,,,,,,,45.57,28.04,130.0,88.02,0.0,39.99,60.0,,,,,,,,,,,27.64,28.04,104.18,88.02,1.38,39.99,13.36,,,,,,,,,,,30.85,28.04,178.99,92.56,30.0,95.35,79.36,,,,,,,,,,,63.62,47.52,250.34,133.94,148.96,148.3,110.23,,,,,,,,,,,61.5,47.69,252.33,140.0,23.55,128.7,142.24,,,,,,,,,,,60.25,47.69,252.33,140.0,23.55,128.7,142.24,,,,,,,,,,,63.62,47.69,250.34,135.31,89.17,128.7,116.36,,,,,,,,,,,64.26,74.76,258.88,190.15,175.06,146.1,149.33,,,,,,,,,,,42.89,33.61,150.22,105.95,77.61,90.74,67.29,,,,,,,,,,,53.86,40.01,199.08,111.24,5.87,76.31,100.71,,,,,,,,,,,53.66,40.01,199.08,111.24,5.87,76.31,100.71,,,,,,,,,,,47.12,38.71,187.09,108.81,43.74,73.59,56.65,,,,,,,,,,,49.14,48.72,213.3,132.8,107.64,115.08,110.69,,,,,,,,,,
302,35.17,0.1,65.51,81.46,-0.39,84.09,54.04,,,,,,,,,,,47.05,32.6,90.11,80.9,0.0,43.1,76.5,,,,,,,,,,,47.05,32.6,90.11,80.9,0.0,43.1,76.5,,,,,,,,,,,35.17,17.68,69.41,80.9,0.0,43.1,25.64,,,,,,,,,,,35.83,30.01,179.12,80.9,69.82,97.71,96.3,,,,,,,,,,,66.18,45.84,199.36,139.91,83.9,148.8,128.74,,,,,,,,,,,61.23,52.61,216.53,139.17,64.21,149.48,159.89,,,,,,,,,,,61.23,52.61,216.53,139.17,64.21,149.48,159.89,,,,,,,,,,,66.18,51.21,216.53,133.41,64.21,150.0,129.93,,,,,,,,,,,66.68,76.4,254.98,143.97,168.0,159.88,140.0,,,,,,,,,,,48.15,30.7,111.65,101.79,23.7,111.59,88.4,,,,,,,,,,,53.73,43.6,172.33,103.8,12.85,76.43,105.82,,,,,,,,,,,53.73,43.6,172.33,103.8,12.6,76.17,106.08,,,,,,,,,,,48.62,37.94,151.33,99.27,16.36,81.7,81.97,,,,,,,,,,,49.61,49.82,217.36,100.96,119.84,118.34,114.17,,,,,,,,,,
303,35.58,5.92,56.14,97.81,8.17,98.17,-0.0,,,,,,,,,,,41.21,39.0,58.79,98.5,4.3,49.04,15.46,,,,,,,,,,,41.21,39.0,58.79,98.98,4.3,49.04,15.46,,,,,,,,,,,35.58,8.28,58.79,97.81,8.2,49.04,16.58,,,,,,,,,,,35.58,38.61,163.89,93.95,32.02,105.89,90.24,,,,,,,,,,,66.7,50.1,117.65,170.38,171.0,285.8,117.93,,,,,,,,,,,60.0,50.1,192.07,225.35,96.81,98.61,135.72,,,,,,,,,,,60.0,50.1,192.07,225.35,96.81,98.61,135.72,,,,,,,,,,,66.7,50.1,186.21,170.38,171.0,160.11,118.41,,,,,,,,,,,67.24,61.41,250.06,170.38,171.0,166.97,142.4,,,,,,,,,,,47.95,32.58,82.89,118.31,96.14,141.15,69.93,,,,,,,,,,,51.79,44.93,125.88,137.82,37.23,73.24,87.11,,,,,,,,,,,51.79,44.93,125.88,138.25,37.23,73.24,88.77,,,,,,,,,,,49.66,36.96,121.85,118.69,95.46,86.57,52.96,,,,,,,,,,,50.06,46.22,191.0,113.68,121.61,129.26,117.59,,,,,,,,,,
304,33.16,5.43,52.2,80.65,61.97,98.05,54.71,,,,,,,,,,,38.1,35.04,52.79,114.6,16.75,40.0,15.7,,,,,,,,,,,38.1,35.04,52.79,114.6,16.75,44.6,15.7,,,,,,,,,,,32.54,5.43,52.79,95.34,63.4,40.0,11.55,,,,,,,,,,,33.16,35.97,170.76,107.39,64.8,102.71,98.39,,,,,,,,,,,56.01,44.89,79.13,201.51,172.04,193.88,132.05,,,,,,,,,,,60.0,49.0,148.0,250.0,172.04,145.0,93.74,,,,,,,,,,,60.0,49.0,148.0,250.0,129.47,145.0,93.74,,,,,,,,,,,61.18,49.0,148.0,183.26,172.04,145.0,37.44,,,,,,,,,,,62.04,59.29,242.66,183.26,172.04,164.11,152.6,,,,,,,,,,,42.62,30.75,61.6,143.19,104.09,124.88,91.87,,,,,,,,,,,49.14,41.19,76.28,163.18,103.06,84.08,54.82,,,,,,,,,,,49.14,41.19,76.28,163.18,94.26,84.41,54.82,,,,,,,,,,,46.38,33.58,76.28,142.51,107.85,79.65,22.35,,,,,,,,,,,47.28,46.33,193.49,143.19,121.43,126.42,124.99,,,,,,,,,,
305,25.79,22.74,20.36,27.71,18.76,63.34,11.63,,,,,,,,,,,27.31,26.0,15.0,80.88,0.01,70.99,10.78,,,,,,,,,,,27.31,29.88,15.0,80.88,0.01,70.99,10.78,,,,,,,,,,,26.14,24.86,15.0,55.24,6.79,70.99,8.95,,,,,,,,,,,35.66,30.0,139.53,80.88,42.18,91.44,80.04,,,,,,,,,,,38.94,38.74,183.0,125.63,87.77,135.53,89.06,,,,,,,,,,,40.18,44.83,183.0,180.0,12.52,148.72,104.94,,,,,,,,,,,40.18,44.83,183.0,180.0,12.52,148.72,104.94,,,,,,,,,,,38.08,38.74,183.0,134.54,81.53,134.14,82.4,,,,,,,,,,,53.08,49.74,187.54,135.0,157.83,146.46,136.11,,,,,,,,,,,31.84,30.57,99.06,67.78,61.06,104.05,48.03,,,,,,,,,,,32.22,35.39,92.56,109.01,4.01,101.44,46.77,,,,,,,,,,,32.22,35.63,92.56,109.01,4.01,101.04,46.77,,,,,,,,,,,31.34,31.56,95.14,89.96,36.72,97.29,27.05,,,,,,,,,,,41.95,39.93,165.59,108.18,98.88,116.32,104.94,,,,,,,,,,
306,15.1,0.12,111.2,15.28,13.41,29.49,60.33,,,,,,,,,,,16.45,18.9,94.13,101.01,0.06,47.8,0.0,,,,,,,,,,,16.45,28.5,94.13,101.01,0.06,47.8,0.0,,,,,,,,,,,16.45,3.36,111.2,63.8,0.06,46.04,7.77,,,,,,,,,,,24.94,19.11,119.0,90.0,15.17,91.25,89.72,,,,,,,,,,,39.44,26.85,312.67,148.93,97.95,119.87,132.07,,,,,,,,,,,39.44,45.82,223.55,189.0,10.0,125.88,111.63,,,,,,,,,,,39.44,45.82,223.55,189.0,10.0,125.88,111.63,,,,,,,,,,,39.44,35.81,312.67,180.0,111.55,125.88,77.06,,,,,,,,,,,57.45,46.34,310.07,180.0,184.15,134.27,130.16,,,,,,,,,,,27.03,15.94,204.18,72.84,59.52,76.41,86.67,,,,,,,,,,,27.99,27.67,147.43,126.46,4.37,82.02,40.62,,,,,,,,,,,27.99,33.57,147.43,126.46,4.37,82.02,40.62,,,,,,,,,,,27.93,16.49,204.02,118.59,57.29,81.16,26.34,,,,,,,,,,,41.66,37.03,203.26,123.54,108.14,107.95,103.65,,,,,,,,,,
307,1.4,-10.48,130.03,43.83,5.73,86.0,16.53,,,,,,,,,,,6.2,26.8,118.0,90.91,0.0,69.84,13.72,,,,,,,,,,,6.2,26.8,118.0,90.91,0.0,69.84,13.72,,,,,,,,,,,6.66,-7.97,130.03,74.33,5.73,69.84,6.5,,,,,,,,,,,7.13,20.81,146.22,106.9,8.0,103.15,87.08,,,,,,,,,,,42.83,39.19,274.33,137.46,95.02,158.56,117.26,,,,,,,,,,,39.96,51.02,202.9,173.52,15.5,114.64,151.42,,,,,,,,,,,39.96,50.74,202.9,173.52,15.5,114.64,151.42,,,,,,,,,,,42.83,51.02,274.33,173.52,95.25,114.64,95.09,,,,,,,,,,,42.83,68.77,278.0,171.89,128.73,148.69,143.48,,,,,,,,,,,27.17,24.36,193.92,103.52,57.85,106.98,75.55,,,,,,,,,,,18.7,40.85,155.07,123.19,5.81,92.15,82.32,,,,,,,,,,,18.7,40.79,155.07,123.19,5.81,92.15,82.43,,,,,,,,,,,26.09,27.75,186.84,122.68,58.38,91.9,44.47,,,,,,,,,,,27.49,44.88,199.93,133.45,79.95,114.63,110.06,,,,,,,,,,
308,22.28,19.59,104.86,89.06,7.05,52.63,4.92,,,,,,,,,,,5.95,30.7,143.06,112.44,0.0,7.4,3.52,,,,,,,,,,,5.95,30.7,143.06,112.44,0.0,7.4,3.52,,,,,,,,,,,11.32,19.59,143.06,122.13,7.05,26.0,3.52,,,,,,,,,,,11.32,28.13,143.06,127.1,14.36,83.53,74.85,,,,,,,,,,,52.92,47.53,213.77,240.55,48.76,127.91,129.1,,,,,,,,,,,48.83,47.05,199.64,217.74,4.3,116.67,83.57,,,,,,,,,,,48.83,47.05,199.64,217.74,4.3,116.67,83.57,,,,,,,,,,,52.92,47.53,213.77,240.55,46.98,118.11,66.72,,,,,,,,,,,54.24,68.66,250.0,238.4,133.38,137.92,140.79,,,,,,,,,,,38.69,35.97,169.78,181.14,23.27,93.05,76.09,,,,,,,,,,,28.87,38.8,171.83,150.26,1.34,72.19,47.48,,,,,,,,,,,28.87,38.8,171.83,150.26,1.34,72.19,47.48,,,,,,,,,,,37.48,37.04,178.78,186.14,23.01,79.12,21.32,,,,,,,,,,,36.31,45.41,192.76,191.01,75.69,107.89,104.94,,,,,,,,,,
309,24.99,26.85,81.09,57.85,2.76,89.86,62.01,,,,,,,,,,,8.45,26.8,138.25,102.58,0.0,83.82,3.72,,,,,,,,,,,8.45,26.8,138.25,102.58,0.0,83.82,3.72,,,,,,,,,,,24.99,29.8,141.36,114.72,2.98,83.82,1.1,,,,,,,,,,,24.99,30.58,177.29,104.2,2.36,101.0,87.99,,,,,,,,,,,62.89,60.12,202.98,170.0,74.95,290.21,147.42,,,,,,,,,,,48.01,46.03,203.24,170.0,25.02,160.54,70.5,,,,,,,,,,,48.01,46.03,203.24,170.0,25.02,160.54,70.5,,,,,,,,,,,62.89,60.12,235.57,170.0,72.77,160.54,48.69,,,,,,,,,,,62.89,60.6,255.0,169.81,120.41,177.15,152.16,,,,,,,,,,,43.14,40.15,158.91,128.42,29.66,126.27,94.1,,,,,,,,,,,30.27,38.63,172.34,124.44,5.61,109.27,27.34,,,,,,,,,,,30.27,38.63,172.34,124.44,5.61,109.12,27.34,,,,,,,,,,,43.14,41.68,189.14,140.59,19.85,108.28,21.69,,,,,,,,,,,41.57,44.54,208.87,136.93,64.67,128.41,113.24,,,,,,,,,,
310,33.79,30.02,6.73,0.09,0.03,91.2,83.7,,,,,,,,,,,33.79,24.74,131.83,90.93,1.77,90.43,0.65,,,,,,,,,,,33.79,24.74,131.83,90.93,1.77,90.43,3.72,,,,,,,,,,,33.79,30.02,133.69,85.7,1.77,80.34,7.86,,,,,,,,,,,33.79,30.27,160.73,80.32,30.0,96.69,94.13,,,,,,,,,,,87.12,52.4,105.0,100.81,150.94,505.31,154.26,,,,,,,,,,,46.51,43.15,190.31,155.61,151.74,193.0,119.58,,,,,,,,,,,46.51,43.15,190.31,155.61,151.74,193.0,119.58,,,,,,,,,,,87.12,52.4,209.1,155.61,151.74,193.0,125.43,,,,,,,,,,,77.35,63.13,209.1,198.94,161.22,193.0,153.29,,,,,,,,,,,51.88,38.74,73.66,48.69,75.21,164.98,106.08,,,,,,,,,,,40.73,34.29,155.46,113.67,57.98,117.94,41.86,,,,,,,,,,,40.73,34.29,155.46,114.43,57.98,117.94,42.84,,,,,,,,,,,51.88,39.1,162.54,107.88,76.81,115.45,63.91,,,,,,,,,,,51.82,43.42,174.02,123.38,104.46,125.01,115.4,,,,,,,,,,
311,32.67,30.05,1.47,0.09,68.01,95.47,88.8,,,,,,,,,,,32.11,28.4,58.78,96.03,68.01,86.0,33.76,,,,,,,,,,,32.11,28.4,58.78,96.03,68.01,86.0,33.76,,,,,,,,,,,32.11,30.05,58.78,96.03,68.01,87.62,33.76,,,,,,,,,,,32.11,30.05,162.53,120.0,80.1,105.01,99.17,,,,,,,,,,,51.29,52.0,93.52,156.49,149.38,820.11,178.54,,,,,,,,,,,45.88,39.9,194.8,159.93,150.59,171.89,107.57,,,,,,,,,,,45.88,39.9,194.8,159.93,150.59,171.89,107.57,,,,,,,,,,,54.99,52.0,200.07,167.64,150.59,171.89,107.57,,,,,,,,,,,59.25,53.92,239.0,254.72,166.73,171.89,143.0,,,,,,,,,,,42.46,40.58,37.44,79.32,99.4,231.22,111.07,,,,,,,,,,,39.21,34.9,132.97,118.96,98.35,116.14,68.56,,,,,,,,,,,39.21,34.9,133.97,118.96,98.01,116.14,68.56,,,,,,,,,,,43.43,40.38,138.4,122.94,101.76,116.31,66.97,,,,,,,,,,,44.83,42.87,195.12,186.02,124.66,126.53,116.36,,,,,,,,,,
